label,filepath
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_10192.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_56304.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_16346.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_61273.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_823.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_21208.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_1299.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_5064.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_7453.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_12488.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_1216.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_2013.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_16597.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_11896.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_73656.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_68234.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_3662.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_33682.JPEG
4,/hdd5/zhiqi2/datasets/imagenet/train/n02109525/n02109525_2793.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_14577.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_4767.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_612.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_10200.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_16212.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_5875.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_11960.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_8616.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_3769.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_22005.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_22343.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_4539.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_104.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_2539.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_3560.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_6017.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_52901.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_17182.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_4038.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_1628.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_16686.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_2964.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_5238.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_6039.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_51048.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_10019.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_14338.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_5173.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_21225.JPEG
5,/hdd5/zhiqi2/datasets/imagenet/train/n02111277/n02111277_11282.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_552.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_31748.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_10307.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_47376.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_135.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_18411.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_12547.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_1734.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_48030.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_15088.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_12812.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_12737.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_9715.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_3157.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_45550.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_18986.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_12210.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_38432.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_11658.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_10636.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_4858.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_2064.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_7118.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_8898.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_11171.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_16778.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_41702.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_23066.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_4187.JPEG
6,/hdd5/zhiqi2/datasets/imagenet/train/n02655020/n02655020_1774.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_15587.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_19862.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_8558.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_13268.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_19178.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_5448.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_2098.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_7096.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_11882.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_12733.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_5056.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_13271.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_12693.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_7465.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_2846.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_19186.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_15955.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_25188.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_3325.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_9022.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_15099.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_3282.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_2039.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_7644.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_22187.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_16071.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_17640.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_12774.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_19453.JPEG
7,/hdd5/zhiqi2/datasets/imagenet/train/n02837789/n02837789_22573.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_4301.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_2908.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_9607.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_317.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_13661.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_11727.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_5318.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_9362.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_1732.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_3576.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_13200.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_6476.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_11064.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_3285.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_11379.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_2503.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_10517.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_11871.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_6669.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_12517.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_3268.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_7554.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_4964.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_741.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_5550.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_2205.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_8739.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_4906.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_3499.JPEG
8,/hdd5/zhiqi2/datasets/imagenet/train/n02091467/n02091467_964.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_5635.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_69.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_13927.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_5768.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_724.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_7865.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_1878.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_17424.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_18563.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_6346.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_3170.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_20061.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_9780.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_4895.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_7012.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_4179.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_17124.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_4444.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_7882.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_23484.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_6252.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_17058.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_25608.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_5034.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_18305.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_9160.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_23951.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_10915.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_4600.JPEG
9,/hdd5/zhiqi2/datasets/imagenet/train/n02480495/n02480495_213.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_16192.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_2702.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_9220.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_10202.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_2047.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_5259.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_1677.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_105.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_11499.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_10483.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_1759.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_2349.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_7546.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_592.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_1522.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_9013.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_15784.JPEG
10,/hdd5/zhiqi2/datasets/imagenet/train/n07873807/n07873807_12523.JPEG
